EmployeeNumber,Age,Gender,BusinessTravel,DistanceFromHome,Education,EducationField,MaritalStatus,Department,JobRole,Attrition
1756,33,Female,Non-Travel,2,3,Marketing,Single,Sales,Sales Executive,No
1757,49,Female,Travel_Rarely,11,4,Marketing,Single,Sales,Sales Executive,No
1758,33,Female,Travel_Rarely,16,3,Life Sciences,Single,Sales,Sales Executive,Yes
1760,38,Female,Travel_Frequently,2,2,Medical,Married,Research & Development,Laboratory Technician,No
1761,31,Male,Travel_Rarely,16,4,Marketing,Married,Sales,Sales Executive,Yes
1762,29,Female,Travel_Rarely,4,3,Technical Degree,Divorced,Research & Development,Research Scientist,No
1763,30,Male,Travel_Rarely,16,3,Life Sciences,Married,Research & Development,Healthcare Representative,No
1764,32,Male,Non-Travel,5,4,Technical Degree,Single,Research & Development,Research Scientist,No
1766,38,Male,Travel_Rarely,18,3,Medical,Married,Research & Development,Healthcare Representative,No
1767,43,Male,Travel_Frequently,17,3,Technical Degree,Married,Research & Development,Research Scientist,Yes
1768,42,Male,Travel_Rarely,12,3,Medical,Divorced,Research & Development,Laboratory Technician,No
1770,55,Male,Travel_Rarely,2,3,Medical,Married,Research & Development,Research Director,No
1771,33,Male,Non-Travel,4,3,Technical Degree,Divorced,Research & Development,Research Scientist,No
1772,41,Male,Travel_Rarely,9,4,Life Sciences,Divorced,Research & Development,Laboratory Technician,No
1774,34,Male,Non-Travel,10,3,Life Sciences,Divorced,Sales,Sales Executive,No
1775,53,Female,Non-Travel,1,4,Medical,Married,Research & Development,Manufacturing Director,No
1778,43,Male,Travel_Rarely,2,3,Life Sciences,Single,Human Resources,Human Resources,No
1779,34,Female,Travel_Rarely,3,2,Life Sciences,Single,Sales,Sales Executive,No
1780,21,Male,Travel_Rarely,7,1,Marketing,Single,Sales,Sales Representative,Yes
1782,38,Female,Travel_Rarely,6,2,Other,Married,Research & Development,Laboratory Technician,No
1783,22,Female,Travel_Rarely,8,1,Medical,Married,Research & Development,Laboratory Technician,Yes
1784,31,Female,Travel_Rarely,29,4,Marketing,Married,Sales,Sales Executive,No
1786,51,Female,Travel_Rarely,3,3,Technical Degree,Married,Research & Development,Manager,No
1787,37,Male,Travel_Rarely,9,2,Marketing,Married,Sales,Sales Executive,No
1789,46,Male,Travel_Rarely,2,4,Medical,Divorced,Research & Development,Research Director,No
1790,36,Male,Travel_Rarely,10,3,Life Sciences,Married,Research & Development,Healthcare Representative,No
1792,44,Male,Travel_Frequently,1,2,Medical,Divorced,Research & Development,Research Scientist,Yes
1794,37,Male,Travel_Rarely,8,2,Other,Divorced,Human Resources,Human Resources,No
1797,35,Male,Travel_Rarely,27,3,Life Sciences,Single,Sales,Sales Executive,Yes
1798,33,Male,Travel_Rarely,8,4,Life Sciences,Married,Research & Development,Research Scientist,No
1799,28,Male,Travel_Rarely,1,3,Life Sciences,Married,Research & Development,Research Scientist,No
1800,39,Male,Travel_Rarely,10,1,Medical,Single,Research & Development,Research Director,No
1801,46,Male,Non-Travel,26,2,Life Sciences,Single,Sales,Sales Executive,No
1802,40,Female,Travel_Rarely,2,2,Life Sciences,Married,Research & Development,Laboratory Technician,No
1803,42,Male,Travel_Rarely,13,3,Medical,Married,Research & Development,Healthcare Representative,No
1804,35,Male,Non-Travel,2,2,Medical,Divorced,Research & Development,Manufacturing Director,No
1805,38,Male,Non-Travel,2,3,Human Resources,Divorced,Human Resources,Human Resources,No
1807,34,Male,Travel_Frequently,9,4,Life Sciences,Married,Research & Development,Laboratory Technician,Yes
1809,37,Male,Travel_Rarely,10,4,Medical,Single,Research & Development,Manufacturing Director,Yes
1812,39,Male,Travel_Frequently,20,3,Life Sciences,Divorced,Sales,Sales Executive,No
1813,43,Male,Non-Travel,9,3,Life Sciences,Single,Research & Development,Research Scientist,No
1814,41,Male,Travel_Rarely,5,3,Life Sciences,Single,Research & Development,Healthcare Representative,No
1815,41,Female,Travel_Rarely,4,1,Marketing,Divorced,Sales,Sales Executive,No
1816,30,Female,Travel_Rarely,10,3,Medical,Single,Research & Development,Manufacturing Director,No
1818,26,Female,Travel_Rarely,20,2,Medical,Married,Human Resources,Human Resources,Yes
1821,46,Female,Travel_Rarely,21,2,Medical,Married,Research & Development,Healthcare Representative,Yes
1822,40,Female,Travel_Rarely,1,3,Life Sciences,Divorced,Research & Development,Healthcare Representative,No
1823,34,Male,Travel_Rarely,8,2,Technical Degree,Married,Sales,Sales Executive,No
1824,58,Male,Non-Travel,2,3,Medical,Divorced,Sales,Manager,No
1826,35,Male,Travel_Rarely,23,4,Medical,Married,Research & Development,Laboratory Technician,No
1827,47,Female,Travel_Rarely,4,3,Life Sciences,Divorced,Research & Development,Manufacturing Director,No
1829,40,Female,Travel_Rarely,12,3,Life Sciences,Divorced,Research & Development,Healthcare Representative,No
1830,54,Female,Travel_Rarely,7,4,Medical,Married,Research & Development,Research Scientist,No
1833,31,Female,Travel_Frequently,7,4,Marketing,Married,Sales,Sales Executive,No
1834,28,Female,Travel_Rarely,1,3,Medical,Married,Research & Development,Research Scientist,No
1835,38,Female,Travel_Rarely,2,4,Marketing,Married,Sales,Sales Representative,No
1836,26,Male,Travel_Rarely,10,3,Medical,Single,Sales,Sales Executive,No
1837,58,Male,Travel_Frequently,15,4,Life Sciences,Married,Research & Development,Research Director,No
1839,18,Female,Non-Travel,14,3,Medical,Single,Research & Development,Research Scientist,No
1842,31,Male,Travel_Rarely,18,5,Human Resources,Married,Human Resources,Human Resources,Yes
1844,29,Male,Travel_Rarely,13,3,Human Resources,Divorced,Human Resources,Human Resources,Yes
1845,45,Female,Non-Travel,2,4,Life Sciences,Married,Sales,Sales Executive,No
1847,36,Female,Travel_Rarely,2,4,Other,Married,Research & Development,Research Scientist,No
1849,43,Male,Travel_Frequently,2,4,Life Sciences,Married,Sales,Sales Executive,No
1850,27,Female,Travel_Frequently,5,2,Life Sciences,Single,Research & Development,Laboratory Technician,No
1852,29,Male,Travel_Frequently,20,1,Medical,Married,Research & Development,Laboratory Technician,No
1853,32,Male,Travel_Frequently,10,4,Marketing,Single,Sales,Sales Executive,No
1854,42,Male,Non-Travel,10,4,Technical Degree,Married,Research & Development,Research Scientist,No
1856,47,Female,Travel_Rarely,9,4,Life Sciences,Single,Research & Development,Laboratory Technician,No
1857,46,Male,Travel_Rarely,2,2,Life Sciences,Divorced,Research & Development,Manufacturing Director,No
1858,28,Male,Non-Travel,1,2,Life Sciences,Divorced,Human Resources,Human Resources,No
1859,29,Male,Travel_Rarely,29,1,Life Sciences,Divorced,Research & Development,Healthcare Representative,No
1860,42,Male,Travel_Rarely,8,3,Life Sciences,Single,Research & Development,Laboratory Technician,No
1862,32,Male,Travel_Rarely,2,4,Marketing,Single,Sales,Sales Executive,Yes
1863,46,Female,Travel_Rarely,3,3,Technical Degree,Divorced,Sales,Sales Executive,No
1864,27,Female,Travel_Rarely,23,1,Medical,Married,Sales,Sales Representative,No
1865,29,Male,Travel_Rarely,6,1,Medical,Married,Human Resources,Human Resources,No
1866,43,Female,Travel_Rarely,6,3,Medical,Married,Research & Development,Manager,No
1867,48,Male,Travel_Rarely,10,3,Life Sciences,Married,Research & Development,Research Director,No
1868,29,Male,Travel_Frequently,24,2,Life Sciences,Single,Research & Development,Research Scientist,Yes
1869,46,Female,Travel_Rarely,10,3,Life Sciences,Married,Sales,Sales Executive,Yes
1870,27,Female,Travel_Frequently,15,3,Life Sciences,Married,Research & Development,Research Scientist,No
1871,39,Male,Travel_Rarely,19,4,Other,Divorced,Research & Development,Research Scientist,No
1873,55,Male,Travel_Rarely,2,4,Technical Degree,Married,Research & Development,Research Scientist,No
1875,28,Female,Travel_Rarely,3,3,Medical,Married,Sales,Sales Representative,No
1876,30,Male,Travel_Rarely,9,3,Medical,Single,Sales,Sales Representative,Yes
1878,22,Male,Travel_Rarely,7,1,Life Sciences,Single,Research & Development,Research Scientist,Yes
1880,36,Female,Travel_Rarely,10,4,Technical Degree,Married,Sales,Sales Executive,No
1881,31,Male,Travel_Rarely,20,3,Life Sciences,Divorced,Research & Development,Laboratory Technician,No
1882,34,Male,Travel_Rarely,4,3,Life Sciences,Married,Sales,Sales Executive,No
1883,29,Male,Travel_Rarely,7,3,Life Sciences,Single,Research & Development,Laboratory Technician,No
1885,37,Male,Travel_Rarely,7,4,Medical,Married,Research & Development,Research Scientist,No
1886,35,Female,Travel_Rarely,16,2,Other,Married,Research & Development,Manufacturing Director,No
1888,45,Female,Travel_Rarely,25,2,Life Sciences,Married,Research & Development,Manufacturing Director,No
1890,36,Male,Travel_Frequently,2,1,Human Resources,Single,Human Resources,Human Resources,No
1892,40,Male,Travel_Rarely,1,4,Life Sciences,Divorced,Research & Development,Manager,No
1893,26,Female,Travel_Rarely,1,2,Life Sciences,Married,Research & Development,Research Scientist,No
1898,27,Female,Travel_Rarely,2,2,Medical,Single,Sales,Sales Executive,No
1900,48,Female,Travel_Frequently,22,3,Medical,Divorced,Research & Development,Manager,No
1903,44,Male,Travel_Rarely,1,4,Life Sciences,Married,Research & Development,Healthcare Representative,No
1905,34,Male,Non-Travel,16,4,Technical Degree,Married,Research & Development,Research Scientist,Yes
1907,56,Male,Travel_Rarely,24,2,Life Sciences,Single,Research & Development,Laboratory Technician,Yes
1908,36,Male,Travel_Rarely,17,2,Marketing,Married,Sales,Sales Executive,No
1909,41,Female,Travel_Rarely,8,3,Marketing,Married,Sales,Sales Executive,No
1911,42,Male,Travel_Rarely,6,3,Medical,Married,Research & Development,Research Director,No
1912,31,Female,Travel_Rarely,10,2,Medical,Divorced,Sales,Sales Executive,No
1915,34,Female,Travel_Rarely,3,1,Medical,Married,Sales,Sales Executive,No
1916,31,Female,Travel_Rarely,4,3,Medical,Divorced,Research & Development,Laboratory Technician,No
1918,26,Male,Travel_Frequently,6,3,Other,Married,Research & Development,Laboratory Technician,No
1922,45,Male,Travel_Frequently,1,4,Medical,Single,Research & Development,Healthcare Representative,No
1924,33,Male,Travel_Rarely,10,4,Marketing,Single,Sales,Sales Executive,No
1927,28,Male,Travel_Frequently,1,2,Life Sciences,Married,Sales,Sales Executive,No
1928,29,Male,Travel_Frequently,24,3,Technical Degree,Single,Sales,Sales Representative,Yes
1929,39,Female,Non-Travel,21,4,Life Sciences,Married,Sales,Sales Executive,No
1931,27,Male,Travel_Rarely,2,4,Technical Degree,Married,Research & Development,Research Scientist,No
1932,34,Male,Travel_Frequently,22,4,Other,Married,Research & Development,Research Scientist,No
1933,28,Female,Travel_Rarely,13,2,Marketing,Single,Sales,Sales Executive,Yes
1934,47,Male,Non-Travel,14,4,Technical Degree,Married,Research & Development,Research Scientist,No
1935,56,Female,Travel_Rarely,11,5,Marketing,Married,Sales,Sales Executive,No
1936,39,Male,Travel_Rarely,9,2,Medical,Married,Research & Development,Manufacturing Director,No
1937,38,Female,Travel_Frequently,8,3,Medical,Divorced,Research & Development,Research Scientist,No
1938,58,Female,Travel_Rarely,21,3,Life Sciences,Married,Sales,Manager,No
1939,32,Female,Travel_Frequently,5,2,Life Sciences,Single,Research & Development,Research Scientist,Yes
1940,38,Male,Travel_Rarely,9,2,Life Sciences,Divorced,Research & Development,Research Scientist,No
1941,49,Male,Travel_Frequently,2,1,Life Sciences,Married,Research & Development,Research Director,No
1943,42,Male,Travel_Rarely,12,4,Marketing,Divorced,Sales,Sales Executive,No
1944,27,Female,Travel_Frequently,22,3,Human Resources,Married,Human Resources,Human Resources,Yes
1945,35,Male,Travel_Rarely,18,4,Medical,Married,Sales,Sales Executive,No
1947,28,Male,Non-Travel,16,3,Medical,Single,Research & Development,Research Scientist,No
1948,31,Male,Non-Travel,3,2,Medical,Divorced,Research & Development,Research Scientist,No
1949,36,Male,Non-Travel,9,4,Life Sciences,Married,Research & Development,Laboratory Technician,No
1950,34,Male,Travel_Rarely,1,3,Marketing,Single,Sales,Sales Executive,No
1951,34,Male,Travel_Rarely,13,4,Medical,Divorced,Sales,Sales Executive,No
1952,26,Male,Travel_Rarely,1,3,Medical,Single,Research & Development,Laboratory Technician,No
1954,29,Male,Travel_Rarely,1,3,Life Sciences,Married,Research & Development,Healthcare Representative,No
1955,32,Female,Non-Travel,15,4,Medical,Divorced,Research & Development,Healthcare Representative,No
1956,31,Male,Travel_Frequently,1,3,Life Sciences,Married,Research & Development,Research Scientist,No
1960,28,Male,Travel_Rarely,17,3,Technical Degree,Divorced,Research & Development,Laboratory Technician,Yes
1961,38,Male,Travel_Rarely,1,3,Life Sciences,Single,Sales,Sales Representative,No
1962,35,Female,Travel_Rarely,7,4,Life Sciences,Married,Sales,Sales Executive,No
1965,27,Male,Travel_Rarely,9,3,Marketing,Single,Sales,Sales Executive,No
1966,32,Male,Travel_Rarely,5,4,Life Sciences,Single,Research & Development,Manufacturing Director,No
1967,31,Male,Travel_Frequently,26,4,Marketing,Married,Sales,Sales Executive,Yes
1968,53,Male,Travel_Rarely,24,4,Life Sciences,Single,Sales,Sales Executive,Yes
1969,54,Female,Travel_Rarely,9,2,Life Sciences,Married,Research & Development,Research Scientist,No
1970,33,Male,Travel_Frequently,7,2,Life Sciences,Divorced,Research & Development,Healthcare Representative,No
1971,43,Male,Travel_Rarely,11,3,Life Sciences,Married,Research & Development,Healthcare Representative,No
1972,38,Male,Travel_Frequently,1,4,Other,Married,Human Resources,Human Resources,No
1973,55,Male,Travel_Rarely,26,4,Human Resources,Married,Human Resources,Manager,No
1974,31,Female,Travel_Rarely,2,1,Medical,Divorced,Research & Development,Laboratory Technician,No
1975,39,Male,Travel_Rarely,15,4,Marketing,Single,Sales,Sales Executive,No
1976,42,Male,Non-Travel,23,2,Life Sciences,Single,Research & Development,Research Scientist,No
1979,31,Female,Non-Travel,10,3,Medical,Married,Research & Development,Research Director,No
1980,54,Female,Travel_Rarely,10,3,Medical,Single,Research & Development,Manufacturing Director,No
1981,24,Male,Travel_Rarely,1,2,Life Sciences,Single,Research & Development,Healthcare Representative,No
1982,23,Male,Travel_Rarely,12,2,Other,Single,Research & Development,Laboratory Technician,No
1985,40,Female,Travel_Frequently,11,3,Technical Degree,Married,Research & Development,Laboratory Technician,No
1986,40,Female,Travel_Rarely,2,2,Marketing,Married,Sales,Sales Executive,No
1987,25,Female,Travel_Rarely,2,3,Human Resources,Married,Human Resources,Human Resources,No
1989,30,Male,Travel_Rarely,1,2,Medical,Married,Research & Development,Laboratory Technician,No
1992,25,Male,Travel_Rarely,2,1,Other,Divorced,Research & Development,Laboratory Technician,No
1993,47,Male,Travel_Rarely,25,3,Medical,Single,Research & Development,Healthcare Representative,No
1994,33,Male,Non-Travel,1,2,Medical,Divorced,Research & Development,Laboratory Technician,No
1995,38,Male,Travel_Rarely,1,4,Life Sciences,Married,Sales,Sales Executive,No
1996,31,Male,Travel_Rarely,2,2,Life Sciences,Married,Sales,Sales Representative,No
1997,38,Male,Travel_Frequently,6,4,Life Sciences,Married,Research & Development,Manufacturing Director,No
1998,42,Male,Travel_Rarely,18,4,Life Sciences,Divorced,Research & Development,Research Scientist,No
1999,41,Male,Travel_Rarely,1,3,Life Sciences,Married,Research & Development,Research Scientist,No
2000,47,Female,Non-Travel,1,1,Medical,Married,Research & Development,Research Director,No
2003,35,Male,Travel_Rarely,11,4,Medical,Married,Research & Development,Laboratory Technician,No
2007,22,Male,Travel_Rarely,1,2,Life Sciences,Single,Research & Development,Research Scientist,No
2008,35,Male,Travel_Rarely,9,4,Medical,Single,Research & Development,Research Scientist,No
2009,33,Female,Travel_Rarely,15,2,Medical,Married,Research & Development,Healthcare Representative,No
2010,32,Female,Travel_Rarely,29,4,Life Sciences,Single,Research & Development,Laboratory Technician,No
2012,40,Male,Travel_Rarely,1,4,Life Sciences,Married,Research & Development,Laboratory Technician,No
2013,32,Male,Travel_Rarely,1,4,Medical,Married,Sales,Sales Representative,No
2014,39,Male,Travel_Rarely,24,1,Life Sciences,Single,Research & Development,Research Scientist,No
2015,38,Female,Travel_Rarely,10,3,Medical,Married,Research & Development,Research Director,No
2016,32,Female,Travel_Rarely,1,4,Marketing,Married,Sales,Sales Executive,No
2017,37,Female,Travel_Rarely,10,3,Life Sciences,Married,Research & Development,Research Director,No
2018,25,Female,Travel_Rarely,8,2,Other,Divorced,Sales,Sales Executive,No
2019,52,Male,Non-Travel,29,4,Life Sciences,Divorced,Sales,Sales Representative,No
2020,44,Male,Travel_Rarely,1,3,Medical,Single,Research & Development,Research Scientist,No
2021,21,Male,Travel_Rarely,5,1,Medical,Single,Sales,Sales Representative,No
2022,39,Male,Non-Travel,9,3,Life Sciences,Single,Research & Development,Manager,No
2023,23,Male,Travel_Frequently,9,3,Marketing,Married,Sales,Sales Representative,Yes
2024,36,Female,Travel_Rarely,3,3,Medical,Married,Sales,Sales Executive,No
2025,36,Female,Travel_Frequently,4,2,Life Sciences,Divorced,Research & Development,Manufacturing Director,No
2026,56,Male,Non-Travel,1,4,Life Sciences,Divorced,Research & Development,Healthcare Representative,No
2027,29,Male,Travel_Rarely,1,4,Medical,Married,Research & Development,Research Scientist,Yes
2031,42,Male,Travel_Rarely,2,3,Life Sciences,Married,Research & Development,Manager,No
2032,56,Male,Travel_Rarely,7,2,Technical Degree,Married,Research & Development,Laboratory Technician,Yes
2034,41,Female,Travel_Rarely,28,4,Life Sciences,Married,Research & Development,Manufacturing Director,No
2035,34,Female,Travel_Rarely,28,3,Marketing,Married,Sales,Sales Executive,No
2036,36,Male,Non-Travel,15,4,Marketing,Divorced,Sales,Sales Executive,No
2037,41,Male,Travel_Rarely,3,3,Life Sciences,Divorced,Sales,Sales Executive,No
2038,32,Male,Travel_Rarely,2,3,Technical Degree,Single,Research & Development,Research Scientist,No
2040,35,Female,Travel_Rarely,26,4,Life Sciences,Single,Human Resources,Human Resources,No
2041,38,Female,Travel_Rarely,10,2,Life Sciences,Married,Sales,Sales Executive,No
2044,50,Male,Travel_Frequently,1,4,Life Sciences,Divorced,Sales,Sales Executive,Yes
2045,36,Female,Travel_Rarely,11,4,Marketing,Married,Sales,Sales Executive,No
2046,45,Female,Travel_Rarely,20,3,Life Sciences,Single,Sales,Sales Executive,No
2048,40,Male,Travel_Rarely,2,4,Life Sciences,Single,Research & Development,Research Scientist,No
2049,35,Male,Travel_Frequently,18,4,Life Sciences,Married,Research & Development,Healthcare Representative,No
2051,40,Female,Travel_Rarely,2,4,Medical,Married,Research & Development,Research Scientist,No
2052,35,Female,Travel_Rarely,1,4,Life Sciences,Married,Research & Development,Research Scientist,No
2053,29,Male,Travel_Rarely,13,2,Other,Married,Research & Development,Laboratory Technician,No
2054,29,Female,Travel_Rarely,28,4,Medical,Single,Research & Development,Research Scientist,No
2055,50,Male,Travel_Rarely,28,3,Marketing,Divorced,Sales,Sales Executive,Yes
2056,39,Female,Travel_Rarely,24,1,Marketing,Married,Sales,Sales Executive,No
2057,31,Male,Non-Travel,5,3,Medical,Single,Research & Development,Manufacturing Director,No
2060,26,Female,Travel_Rarely,5,3,Other,Single,Sales,Sales Representative,No
2061,36,Male,Travel_Frequently,23,2,Medical,Married,Research & Development,Laboratory Technician,No
2062,39,Male,Travel_Rarely,6,1,Medical,Married,Research & Development,Healthcare Representative,No
2064,27,Male,Travel_Rarely,4,3,Life Sciences,Married,Research & Development,Manufacturing Director,No
2065,49,Male,Travel_Frequently,2,3,Medical,Married,Sales,Sales Executive,No
2068,34,Male,Travel_Rarely,8,3,Medical,Married,Research & Development,Laboratory Technician,No
